Customer_id,Call_Opened,Call_Closed,Case_Number,Resolution,Call_Type,Call_Type_Sub_Category
376,6/25/2018,7/5/2018,22896294,Contact,Customer Success,Walkthrough
377,7/5/2018,7/16/2018,22930046,Contact,Customer Success,Walkthrough
378,7/5/2018,7/9/2018,22932446,Contact,Customer Success,Walkthrough
379,7/5/2018,7/17/2018,22929790,Contact,Customer Success,Walkthrough
380,6/21/2018,7/2/2018,22887457,Contact,Customer Success,Walkthrough
381,7/3/2018,7/3/2018,22924873,Contact,Customer Success,Walkthrough
382,6/27/2018,6/27/2018,22905229,Contact,Customer Success,Walkthrough
383,6/22/2018,6/29/2018,22892466,Contact,Customer Success,Walkthrough
384,6/22/2018,6/27/2018,22892658,Contact,Customer Success,Walkthrough
385,6/28/2018,7/13/2018,22909553,Contact,Customer Success,Walkthrough
386,6/25/2018,7/5/2018,22898177,Contact,Customer Success,Walkthrough
387,6/25/2018,7/5/2018,22897913,Contact,Customer Success,Walkthrough
388,6/28/2018,7/9/2018,22911927,Contact,Customer Success,Walkthrough
389,6/27/2018,7/9/2018,22904871,Contact,Customer Success,Walkthrough
390,7/3/2018,7/5/2018,22927401,Reachback,Customer Success,Walkthrough
391,8/20/2018,8/22/2018,23105798,Contact,Customer Success,Walkthrough
392,7/3/2018,7/11/2018,22924469,Contact,Customer Success,Walkthrough
393,7/6/2018,7/9/2018,22936004,Contact,Customer Success,Walkthrough
394,6/26/2018,7/9/2018,22900373,Contact,Customer Success,Walkthrough
395,7/9/2018,7/12/2018,22941190,Contact,Customer Success,Walkthrough
396,7/6/2018,7/6/2018,22933787,Contact,Customer Success,Walkthrough
397,6/26/2018,7/6/2018,22900428,Contact,Customer Success,Walkthrough
398,7/9/2018,7/9/2018,22939232,Contact,Customer Success,Walkthrough
399,6/26/2018,7/24/2018,22903550,Reachback,Customer Success,Walkthrough
400,7/12/2018,7/19/2018,22951933,Contact,Customer Success,Walkthrough
401,6/26/2018,7/9/2018,22902256,Contact,Customer Success,Walkthrough
402,6/26/2018,6/28/2018,22902553,Contact,Customer Success,Walkthrough
403,7/30/2018,8/1/2018,23003506,Contact,Customer Success,Walkthrough
404,7/3/2018,7/27/2018,22926813,Contact,Customer Success,Walkthrough
405,7/25/2018,7/26/2018,22993896,Contact,Customer Success,Walkthrough
406,7/10/2018,7/10/2018,22943183,Contact,Customer Success,Walkthrough
407,6/28/2018,7/11/2018,22909561,Contact,Customer Success,Walkthrough
408,7/10/2018,7/24/2018,22944054,Contact,Customer Success,Walkthrough
409,6/29/2018,7/10/2018,22915428,Contact,Customer Success,Walkthrough
410,7/3/2018,7/10/2018,22924793,Contact,Customer Success,Walkthrough
411,7/27/2018,7/30/2018,23001534,Contact,Customer Success,Walkthrough
412,9/4/2018,9/6/2018,23269438,Contact,Customer Success,Walkthrough
413,8/20/2018,8/22/2018,23102551,Contact,Customer Success,Walkthrough
414,7/30/2018,8/3/2018,23006080,Contact,Customer Success,Walkthrough
415,6/29/2018,7/10/2018,22915170,Contact,Customer Success,Walkthrough
416,6/27/2018,7/16/2018,22905841,Contact,Customer Success,Walkthrough
417,6/29/2018,7/11/2018,22917787,Contact,Customer Success,Walkthrough
418,7/3/2018,7/16/2018,22926692,Contact,Customer Success,Walkthrough
419,6/28/2018,7/10/2018,22912386,Contact,Customer Success,Walkthrough
420,7/9/2018,7/31/2018,22941502,Contact,Customer Success,Walkthrough
421,7/2/2018,7/11/2018,22920198,Contact,Customer Success,Walkthrough
422,6/26/2018,7/9/2018,22902245,Contact,Customer Success,Walkthrough
423,7/6/2018,7/9/2018,22936019,Contact,Customer Success,Walkthrough
424,7/10/2018,7/20/2018,22945857,Contact,Customer Success,Walkthrough
425,6/27/2018,7/10/2018,22908388,Contact,Customer Success,Walkthrough
426,6/28/2018,7/10/2018,22910784,Contact,Customer Success,Walkthrough
427,6/28/2018,7/19/2018,22911488,Reachback,Customer Success,Walkthrough
428,6/26/2018,7/9/2018,22901774,Contact,Customer Success,Walkthrough
429,6/26/2018,7/9/2018,22902631,Contact,Customer Success,Walkthrough
430,6/26/2018,7/9/2018,22903148,Contact,Customer Success,Walkthrough
431,7/25/2018,7/30/2018,22993177,Contact,Customer Success,Walkthrough
432,7/10/2018,7/17/2018,22945209,Contact,Customer Success,Walkthrough
433,6/27/2018,7/10/2018,22908561,Contact,Customer Success,Walkthrough
434,6/27/2018,7/10/2018,22908686,Contact,Customer Success,Walkthrough
435,7/2/2018,NULL,22919695,Contact,Customer Success,Walkthrough
436,6/29/2018,7/10/2018,22917422,Contact,Customer Success,Walkthrough
437,7/3/2018,7/3/2018,22925986,Contact,Customer Success,Walkthrough
438,8/13/2018,8/14/2018,23070617,Contact,Customer Success,Walkthrough
439,6/26/2018,7/9/2018,22902581,Contact,Customer Success,Walkthrough
440,6/26/2018,7/20/2018,22903548,Contact,Customer Success,Walkthrough
441,6/28/2018,7/12/2018,22909841,Contact,Customer Success,Walkthrough
442,7/10/2018,7/10/2018,22943173,Contact,Customer Success,Walkthrough
443,6/28/2018,7/10/2018,22910554,Contact,Customer Success,Walkthrough
444,7/23/2018,7/24/2018,22985229,Contact,Customer Success,Walkthrough
445,6/28/2018,7/10/2018,22909534,Contact,Customer Success,Walkthrough
446,7/2/2018,7/11/2018,22921032,Reachback,Customer Success,Walkthrough
447,7/24/2018,7/25/2018,22989534,Contact,Customer Success,Walkthrough
448,6/29/2018,7/10/2018,22917438,Contact,Customer Success,Walkthrough
449,7/2/2018,7/11/2018,22922348,Contact,Customer Success,Walkthrough
450,7/9/2018,7/18/2018,22938146,Reachback,Customer Success,Walkthrough
451,6/28/2018,7/10/2018,22910477,Contact,Customer Success,Walkthrough
452,6/27/2018,7/5/2018,22908677,Contact,Customer Success,Walkthrough
453,7/30/2018,8/7/2018,23005420,Contact,Customer Success,Walkthrough
454,7/25/2018,7/26/2018,22993152,Contact,Customer Success,Walkthrough
455,7/2/2018,7/11/2018,22919881,Contact,Customer Success,Walkthrough
456,7/11/2018,7/18/2018,22949360,Contact,Customer Success,Walkthrough
457,7/12/2018,7/12/2018,22952047,Contact,Customer Success,Walkthrough
458,6/29/2018,7/10/2018,22917415,Contact,Customer Success,Walkthrough
459,7/18/2018,7/24/2018,22968886,Contact,Customer Success,Walkthrough
460,7/2/2018,7/18/2018,22922446,Contact,Customer Success,Walkthrough
461,7/12/2018,7/19/2018,22952842,Contact,Customer Success,Walkthrough
462,6/28/2018,7/10/2018,22910689,Contact,Customer Success,Walkthrough
463,6/29/2018,7/11/2018,22917792,Contact,Customer Success,Walkthrough
464,7/26/2018,7/31/2018,22996527,Contact,Customer Success,Walkthrough
465,7/3/2018,7/3/2018,22925003,Contact,Customer Success,Walkthrough
466,8/7/2018,8/7/2018,23040483,Contact,Customer Success,Walkthrough
467,6/28/2018,7/6/2018,22910422,Contact,Customer Success,Walkthrough
468,7/3/2018,7/3/2018,22925022,Contact,Customer Success,Walkthrough
469,6/27/2018,7/23/2018,22906644,Contact,Customer Success,Walkthrough
470,6/26/2018,7/6/2018,22900819,Contact,Customer Success,Walkthrough
471,6/29/2018,7/9/2018,22915307,Contact,Customer Success,Walkthrough
472,6/28/2018,7/12/2018,22912520,Reachback,Customer Success,Walkthrough
473,7/2/2018,7/10/2018,22923400,Contact,Customer Success,Walkthrough
474,7/18/2018,7/26/2018,22971779,Contact,Customer Success,Walkthrough
475,6/27/2018,7/13/2018,22908378,Contact,Customer Success,Walkthrough
476,7/9/2018,7/9/2018,22940416,Contact,Customer Success,Walkthrough
477,6/27/2018,7/10/2018,22908663,Contact,Customer Success,Walkthrough
478,6/28/2018,7/10/2018,22909550,Contact,Customer Success,Walkthrough
479,6/28/2018,7/10/2018,22909566,Contact,Customer Success,Walkthrough
480,7/24/2018,8/1/2018,22987333,Contact,Customer Success,Walkthrough
481,6/28/2018,7/10/2018,22912554,Contact,Customer Success,Walkthrough
482,7/2/2018,7/17/2018,22923060,Contact,Customer Success,Walkthrough
483,8/30/2018,9/11/2018,23207843,Contact,Customer Success,Walkthrough
484,7/24/2018,7/26/2018,22985978,Contact,Customer Success,Walkthrough
485,6/29/2018,7/11/2018,22915728,Contact,Customer Success,Walkthrough
486,7/12/2018,7/13/2018,22953795,Contact,Customer Success,Walkthrough
487,7/16/2018,7/20/2018,22963830,Contact,Customer Success,Walkthrough
488,7/9/2018,7/17/2018,22941280,Contact,Customer Success,Walkthrough
489,7/25/2018,7/27/2018,22993194,Contact,Customer Success,Walkthrough
490,7/5/2018,7/12/2018,22930660,Contact,Customer Success,Walkthrough
491,7/9/2018,7/9/2018,22937858,Contact,Customer Success,Walkthrough
492,7/25/2018,7/26/2018,22993243,Contact,Customer Success,Walkthrough
493,6/28/2018,6/29/2018,22912457,Contact,Customer Success,Walkthrough
494,7/18/2018,7/24/2018,22968846,Contact,Customer Success,Walkthrough
495,6/29/2018,7/17/2018,22918323,Contact,Customer Success,Walkthrough
496,7/25/2018,7/26/2018,22993875,Contact,Customer Success,Walkthrough
497,7/2/2018,7/3/2018,22922929,Contact,Customer Success,Walkthrough
498,7/2/2018,7/11/2018,22921357,Contact,Customer Success,Walkthrough
499,7/11/2018,7/11/2018,22950285,Contact,Customer Success,Walkthrough
500,7/31/2018,8/8/2018,23008201,Contact,Customer Success,Walkthrough
501,7/3/2018,7/18/2018,22925021,Reachback,Customer Success,Walkthrough
502,7/2/2018,7/11/2018,22923558,Contact,Customer Success,Walkthrough
503,6/29/2018,7/11/2018,22917648,Contact,Customer Success,Walkthrough
504,7/2/2018,7/10/2018,22920121,Contact,Customer Success,Walkthrough
505,7/9/2018,7/16/2018,22937448,Contact,Customer Success,Walkthrough
506,6/29/2018,7/10/2018,22915509,Contact,Customer Success,Walkthrough
507,8/2/2018,8/6/2018,23021918,Contact,Customer Success,Walkthrough
508,6/29/2018,7/12/2018,22915993,Contact,Customer Success,Walkthrough
509,7/24/2018,7/27/2018,22985955,Contact,Customer Success,Walkthrough
510,8/30/2018,9/6/2018,23205032,Contact,Customer Success,Walkthrough
511,7/5/2018,7/6/2018,22931426,Contact,Customer Success,Walkthrough
512,7/5/2018,7/13/2018,22929909,Contact,Customer Success,Walkthrough
513,7/9/2018,7/16/2018,22938913,Contact,Customer Success,Walkthrough
514,7/9/2018,7/17/2018,22939760,Contact,Customer Success,Walkthrough
515,7/2/2018,7/11/2018,22923555,Contact,Customer Success,Walkthrough
516,7/2/2018,7/24/2018,22919862,Contact,Customer Success,Walkthrough
517,7/10/2018,7/10/2018,22943307,Contact,Customer Success,Walkthrough
518,7/2/2018,7/11/2018,22922611,Contact,Customer Success,Walkthrough
519,7/3/2018,7/11/2018,22926053,Contact,Customer Success,Walkthrough
520,7/10/2018,7/12/2018,22943111,Contact,Customer Success,Walkthrough
521,7/3/2018,7/9/2018,22925010,Contact,Customer Success,Walkthrough
522,7/9/2018,7/18/2018,22938949,Contact,Customer Success,Walkthrough
523,7/10/2018,7/16/2018,22943259,Contact,Customer Success,Walkthrough
524,7/3/2018,7/17/2018,22927151,Contact,Customer Success,Walkthrough
525,7/3/2018,7/9/2018,22924944,Contact,Customer Success,Walkthrough
526,7/10/2018,7/16/2018,22944658,Contact,Customer Success,Walkthrough
527,7/2/2018,7/11/2018,22922880,Contact,Customer Success,Walkthrough
528,6/29/2018,7/9/2018,22916015,Contact,Customer Success,Walkthrough
529,7/11/2018,7/12/2018,22949609,Contact,Customer Success,Walkthrough
530,7/2/2018,7/12/2018,22923516,Contact,Customer Success,Walkthrough
531,7/17/2018,7/19/2018,22966470,Contact,Customer Success,Walkthrough
532,7/27/2018,8/16/2018,23001557,Reachback,Customer Success,Walkthrough
533,7/5/2018,7/18/2018,22932155,Contact,Customer Success,Walkthrough
534,7/5/2018,7/13/2018,22929781,Contact,Customer Success,Walkthrough
535,7/2/2018,7/16/2018,22922892,Contact,Customer Success,Walkthrough
536,7/13/2018,7/13/2018,22955893,Contact,Customer Success,Walkthrough
537,7/12/2018,7/12/2018,22952995,Contact,Customer Success,Walkthrough
538,7/9/2018,7/10/2018,22940621,Contact,Customer Success,Walkthrough
539,7/3/2018,7/12/2018,22925325,Contact,Customer Success,Walkthrough
540,7/9/2018,7/9/2018,22940049,Contact,Customer Success,Walkthrough
541,7/12/2018,7/12/2018,22954622,Contact,Customer Success,Walkthrough
542,7/6/2018,7/9/2018,22935500,Contact,Customer Success,Walkthrough
543,7/11/2018,7/19/2018,22949579,Reachback,Customer Success,Walkthrough
544,7/6/2018,7/12/2018,22935460,Contact,Customer Success,Walkthrough
545,7/2/2018,7/5/2018,22921866,Contact,Customer Success,Walkthrough
546,7/5/2018,7/12/2018,22931849,Contact,Customer Success,Walkthrough
547,7/9/2018,7/17/2018,22937919,Contact,Customer Success,Walkthrough
548,7/9/2018,7/23/2018,22939387,Contact,Customer Success,Walkthrough
549,7/6/2018,7/10/2018,22936057,Contact,Customer Success,Walkthrough
550,7/12/2018,7/17/2018,22952275,Contact,Customer Success,Walkthrough
551,7/30/2018,7/31/2018,23003586,Contact,Customer Success,Walkthrough
552,6/29/2018,7/16/2018,22918074,Contact,Customer Success,Walkthrough
553,7/9/2018,7/9/2018,22937634,Contact,Customer Success,Walkthrough
554,6/29/2018,7/3/2018,22916264,Contact,Customer Success,Walkthrough
555,7/2/2018,7/13/2018,22922843,Contact,Customer Success,Walkthrough
556,7/3/2018,7/3/2018,22926092,Contact,Customer Success,Walkthrough
557,7/20/2018,7/23/2018,22980164,Contact,Customer Success,Walkthrough
558,7/2/2018,7/13/2018,22923566,Contact,Customer Success,Walkthrough
559,7/3/2018,7/16/2018,22924919,Contact,Customer Success,Walkthrough
560,7/5/2018,7/6/2018,22931386,Contact,Customer Success,Walkthrough
561,6/28/2018,7/11/2018,22911759,Contact,Customer Success,Walkthrough
562,7/23/2018,7/24/2018,22984691,Contact,Customer Success,Walkthrough
563,6/28/2018,7/23/2018,22912933,Contact,Customer Success,Walkthrough
564,6/29/2018,7/11/2018,22916925,Contact,Customer Success,Walkthrough
565,6/29/2018,7/11/2018,22917625,Contact,Customer Success,Walkthrough
566,7/3/2018,7/17/2018,22927142,Contact,Customer Success,Walkthrough
567,7/6/2018,7/6/2018,22934250,Contact,Customer Success,Walkthrough
568,7/9/2018,7/16/2018,22940727,Contact,Customer Success,Walkthrough
569,7/3/2018,7/12/2018,22924475,Contact,Customer Success,Walkthrough
570,7/5/2018,7/23/2018,22929859,Contact,Customer Success,Walkthrough
571,7/5/2018,7/13/2018,22931892,Contact,Customer Success,Walkthrough
572,7/25/2018,7/26/2018,22993908,Contact,Customer Success,Walkthrough
573,7/16/2018,7/16/2018,22960834,Contact,Customer Success,Walkthrough
574,7/5/2018,7/11/2018,22929767,Contact,Customer Success,Walkthrough
575,7/3/2018,7/12/2018,22925571,Contact,Customer Success,Walkthrough
576,7/9/2018,7/16/2018,22938673,Contact,Customer Success,Walkthrough
577,7/25/2018,8/7/2018,22993326,Contact,Customer Success,Walkthrough
578,7/9/2018,7/24/2018,22940827,Contact,Customer Success,Walkthrough
579,7/9/2018,7/16/2018,22937408,Contact,Customer Success,Walkthrough
580,7/5/2018,7/16/2018,22932127,Contact,Customer Success,Walkthrough
581,7/10/2018,7/10/2018,22942663,Contact,Customer Success,Walkthrough
582,7/2/2018,7/11/2018,22923314,Contact,Customer Success,Walkthrough
583,7/5/2018,7/11/2018,22931832,Contact,Customer Success,Walkthrough
584,7/5/2018,7/24/2018,22932178,Contact,Customer Success,Walkthrough
585,7/5/2018,7/6/2018,22932049,Contact,Customer Success,Walkthrough
586,7/10/2018,7/17/2018,22942844,Contact,Customer Success,Walkthrough
587,7/3/2018,7/12/2018,22926243,Contact,Customer Success,Walkthrough
588,7/3/2018,7/24/2018,22926400,Reachback,Customer Success,Walkthrough
589,7/5/2018,7/12/2018,22932097,Contact,Customer Success,Walkthrough
590,7/13/2018,7/13/2018,22957732,Contact,Customer Success,Walkthrough
591,7/9/2018,7/16/2018,22941191,Contact,Customer Success,Walkthrough
592,7/6/2018,7/11/2018,22935728,Contact,Customer Success,Walkthrough
593,7/13/2018,7/27/2018,22956830,Contact,Customer Success,Walkthrough
594,7/9/2018,7/11/2018,22938075,Contact,Customer Success,Walkthrough
595,7/6/2018,7/16/2018,22934371,Contact,Customer Success,Walkthrough
596,7/9/2018,7/9/2018,22937946,Contact,Customer Success,Walkthrough
597,7/3/2018,7/5/2018,22926638,Contact,Customer Success,Walkthrough
598,7/3/2018,7/11/2018,22924480,Contact,Customer Success,Walkthrough
599,7/2/2018,7/11/2018,22922583,Contact,Customer Success,Walkthrough
600,7/16/2018,7/23/2018,22959886,Contact,Customer Success,Walkthrough
601,7/24/2018,7/25/2018,22986249,Contact,Customer Success,Walkthrough
602,7/18/2018,7/26/2018,22972161,Contact,Customer Success,Walkthrough
603,7/9/2018,8/8/2018,22941167,Contact,Customer Success,Walkthrough
604,7/11/2018,7/20/2018,22947972,Contact,Customer Success,Walkthrough
605,7/5/2018,7/13/2018,22931896,Contact,Customer Success,Walkthrough
606,7/5/2018,7/23/2018,22932076,Contact,Customer Success,Walkthrough
607,7/5/2018,7/11/2018,22931606,Contact,Customer Success,Walkthrough
608,7/10/2018,7/11/2018,22945367,Contact,Customer Success,Walkthrough
609,7/13/2018,7/13/2018,22957498,Contact,Customer Success,Walkthrough
610,7/12/2018,7/19/2018,22951787,Contact,Customer Success,Walkthrough
611,7/11/2018,7/27/2018,22947942,Contact,Customer Success,Walkthrough
612,7/31/2018,8/6/2018,23008389,Contact,Customer Success,Walkthrough
613,7/6/2018,7/6/2018,22935189,Contact,Customer Success,Walkthrough
614,7/9/2018,7/10/2018,22940711,Contact,Customer Success,Walkthrough
615,7/9/2018,7/16/2018,22938723,Contact,Customer Success,Walkthrough
616,7/9/2018,7/19/2018,22940776,Contact,Customer Success,Walkthrough
617,7/11/2018,7/13/2018,22947852,Contact,Customer Success,Walkthrough
618,7/23/2018,8/7/2018,22984083,Contact,Customer Success,Walkthrough
619,7/9/2018,7/25/2018,22937426,Contact,Customer Success,Walkthrough
620,7/9/2018,7/16/2018,22941198,Contact,Customer Success,Walkthrough
621,7/19/2018,7/19/2018,22973529,Contact,Customer Success,Walkthrough
622,7/13/2018,7/31/2018,22956108,Contact,Customer Success,Walkthrough
623,7/3/2018,7/12/2018,22927239,Contact,Customer Success,Walkthrough
624,7/5/2018,7/16/2018,22929860,Contact,Customer Success,Walkthrough
625,7/5/2018,7/13/2018,22931887,Contact,Customer Success,Walkthrough
626,7/5/2018,7/12/2018,22930923,Contact,Customer Success,Walkthrough
627,7/11/2018,7/23/2018,22946853,Contact,Customer Success,Walkthrough
628,7/5/2018,7/13/2018,22931904,Contact,Customer Success,Walkthrough
629,7/9/2018,7/16/2018,22939339,Contact,Customer Success,Walkthrough
630,7/5/2018,7/12/2018,22930851,Contact,Customer Success,Walkthrough
631,7/5/2018,7/23/2018,22931635,Contact,Customer Success,Walkthrough
632,8/2/2018,8/9/2018,23021668,Reachback,Customer Success,Walkthrough
633,7/25/2018,7/30/2018,22990743,Contact,Customer Success,Walkthrough
634,7/12/2018,7/24/2018,22954414,Contact,Customer Success,Walkthrough
635,7/9/2018,7/12/2018,22937413,Contact,Customer Success,Walkthrough
636,7/10/2018,7/13/2018,22943256,Contact,Customer Success,Walkthrough
637,7/6/2018,7/13/2018,22934352,Contact,Customer Success,Walkthrough
638,7/5/2018,7/17/2018,22932134,Contact,Customer Success,Walkthrough
639,7/6/2018,7/13/2018,22933714,Contact,Customer Success,Walkthrough
640,7/12/2018,7/19/2018,22951723,Contact,Customer Success,Walkthrough
641,7/5/2018,7/13/2018,22929473,Contact,Customer Success,Walkthrough
642,7/25/2018,7/31/2018,22990805,Contact,Customer Success,Walkthrough
643,7/18/2018,7/23/2018,22969746,Contact,Customer Success,Walkthrough
644,7/3/2018,7/10/2018,22926793,Contact,Customer Success,Walkthrough
645,7/10/2018,7/11/2018,22945114,Contact,Customer Success,Walkthrough
646,7/12/2018,7/13/2018,22954153,Contact,Customer Success,Walkthrough
647,7/5/2018,7/12/2018,22929758,Contact,Customer Success,Walkthrough
